['月', 'm', 24590]
['学问', 'n', 70]
['荫', 'a', 70]
['虚心', 'n', 70]
['日日', 't', 70]
['随心', 'd', 70]
['邻', 'n', 70]
['骑', 'v', 70]
['归', 'v', 69]
['州', 'n', 69]
['汤', 'n', 69]
['酒香', 'n', 69]
['袖', 'n', 69]
['屋', 'n', 69]
['织', 'v', 69]
['满', 'a', 69]
['飘香', 'v', 68]
['佳节', 'n', 68]
['万卷', 'm', 68]
['成功', 'a', 68]
['忍', 'v', 68]
['井', 'zg', 68]
['彰', 'ns', 68]
['环', 'v', 68]
['关山', 'ns', 68]
['充', 'v', 68]
['胸中', 's', 68]
['清明', 'a', 68]
['花', 'v', 68]
['温', 'nr', 68]
['洁', 'ag', 67]
['帝', 'n', 67]
['荷花', 'n', 67]
['稀', 'a', 67]
['畅', 'a', 67]
['人文', 'n', 67]
['雕', 'n', 67]
['马蹄', 'n', 67]
['排', 'v', 67]
['书生', 'n', 67]
['继', 'v', 67]
['陶', 'nr', 67]
['新风', 'n', 67]
['体', 'n', 67]
['市', 'n', 67]
['无奈', 'd', 67]
['程', 'n', 67]
['自古', 'd', 67]
['益', 'nr', 66]
['雨露', 'nr', 66]
['无尘', 'n', 66]
['柳色', 'n', 66]
['新月', 't', 66]
['胡', 'nr', 66]
['几多', 'm', 66]
['诸', 'r', 66]
['雷', 'n', 66]
['案', 'n', 66]
['评', 'v', 66]
['促', 'v', 65]
['风景', 'n', 65]
['纵横', 'v', 65]
['阴阳', 'ns', 65]
['无穷', 'd', 65]
['花雨', 'nr', 65]
['计', 'n', 65]
['吞', 'v', 65]
['一梦', 'n', 65]
['点点', 'n', 65]
['无非', 'c', 65]
['冰心', 'n', 65]
['翠竹', 'nr', 65]
['嫌', 'v', 65]
['祥云', 'ns', 65]
['一时', 'd', 65]
['倒', 'v', 65]
['壶', 'q', 64]
['寒风', 'n', 64]
['对联', 'vn', 64]
['水云', 'n', 63]
['宅', 'n', 63]
['刻', 'v', 63]
['红楼', 'n', 63]
['春心', 'n', 63]
['唐', 'nr', 63]
['新闻', 'n', 63]
['海上', 's', 63]
['壶', 'q', 63]
['严', 'a', 63]
['沧桑', 'ns', 63]
['貌', 'ng', 62]
['瞻', 'vg', 62]
['故事', 'n', 62]
['华夏', 'ns', 62]
['俊', 'a', 62]
['祝', 'v', 62]
['射', 'v', 62]
['古寺', 'ns', 62]
['清水', 'n', 62]
['莺歌', 'i', 61]
['姓', 'v', 61]
['真情', 'n', 61]
['来', 'v', 61]
['揽', 'v', 61]
['仙人', 'n', 61]
['浇', 'v', 61]
['凤凰', 'nr', 61]
['清香', 'nr', 61]
['烹', 'v', 61]
['夺', 'v', 60]
['鸳鸯', 'n', 60]
['标', 'n', 60]
['芙蓉', 'n', 60]
['烧', 'v', 60]
['致富', 'a', 60]
['男', 'n', 60]
['云霞', 'nr', 60]
['万事', 'n', 60]
['事', 'n', 60]
['斯', 'nr', 60]
['秋声', 'nr', 60]
['临风', 'v', 60]
['玉兔', 'nr', 60]
['云水', 'ns', 60]
['前程', 'n', 60]
['情深', 'n', 59]
['省', 'n', 59]
['酒醉', 'v', 59]
['哭', 'v', 59]
['熟', 'a', 59]
['太平', 'ns', 59]
['进退', 'v', 59]
['愧', 'vg', 59]
['劳', 'vn', 59]
['菜', 'n', 59]
['机', 'n', 59]
['南山', 'ns', 59]
['超', 'v', 59]
['勿', 'd', 59]
['战', 'n', 59]
['冲天', 'n', 59]
['风情', 'n', 59]
['编', 'v', 58]
['做人', 'n', 58]
['须知', 'nr', 58]
['谱', 'v', 58]
['英', 'j', 58]
['追风', 'v', 58]
['报国', 'n', 58]
['谐', 'ag', 58]
['碧海', 'ns', 58]
['饭', 'n', 58]
['生意', 'v', 58]
['鼠', 'n', 58]
['找', 'v', 58]
['担', 'v', 58]
['聪明', 'a', 57]
['过客', 'n', 57]
['掀', 'v', 57]
['明星', 'nr', 57]
['请', 'v', 57]
['传家', 'n', 57]
['肩', 'n', 57]
['悦', 'nz', 57]
['蒙', 'v', 57]
['脸', 'n', 57]
['曲水', 'n', 57]
['乡愁', 'n', 57]
['一枝', 'm', 57]
['臣', 'n', 57]
['压', 'v', 57]
['灭', 'v', 57]
['权', 'n', 57]
['劲', 'n', 56]
['入画', 'v', 56]
['花影', 'n', 56]
['丽日', 'nrt', 56]
['南北', 'ns', 56]
['分明', 'v', 56]
['缠', 'v', 56]
['供', 'v', 56]
['情怀', 'n', 56]
['如意', 'v', 55]
['声', 'q', 55]
['勇', 'n', 55]
['范', 'nr', 55]
['在', 'p', 55]
['一代', 'm', 55]
['今古', 't', 55]
['日本', 'ns', 55]
['差', 'a', 55]
['万物', 'n', 55]
['销', 'v', 55]
['兼', 'v', 55]
['赤', 'vg', 55]
['打', 'v', 55]
['宇宙', 'n', 55]
['救', 'v', 55]
['松风', 'nr', 55]
['山花', 'n', 54]
['鸭', 'ns', 54]
['北海', 'ns', 54]
['河山', 'ns', 54]
['金榜', 'n', 54]
['功夫', 'n', 54]
['社稷', 'n', 54]
['惯', 'v', 54]
['天生', 'n', 54]
['棹', 'g', 54]
['迟', 'a', 54]
['滚滚', 'z', 54]
['长天', 'ns', 54]
['烟波', 'n', 54]
['为', 'p', 54]
['康', 'nr', 54]
['弹琴', 'n', 54]
['李白', 'nr', 54]
['蛙', 'ng', 53]
['健', 'a', 53]
['悠悠', 'z', 53]
['泼墨', 'n', 53]
['高歌', 'n', 53]
['凌', 'nr', 53]
['投', 'vn', 53]
['逸', 'zg', 53]
['上海', 'ns', 53]
['凭栏', 'n', 53]
['小心', 'n', 53]
['清心', 'a', 53]
['钦', 'nr', 53]
['眼界', 'n', 53]
['清泉', 'nz', 53]
['提', 'v', 52]
['兆', 'm', 52]
['遍地', 'v', 52]
['浴', 'n', 52]
['一朝', 't', 52]
['寒梅', 'nr', 52]
['香风', 'n', 52]
['帐', 'q', 52]
['一日', 'm', 52]
['梦想', 'n', 52]
['年华', 'j', 52]
['生活', 'vn', 52]
['满地', 'n', 52]
['天高', 'ns', 52]
['日落', 'n', 52]
['樽', 'ng', 52]
['军', 'n', 52]
['杨', 'nr', 52]
['商', 'n', 52]
['栋梁', 'n', 52]
['三尺', 'm', 52]
['阴', 'a', 52]
['朗', 'nr', 52]
['轻舟', 'n', 52]
['操', 'v', 52]
['妻', 'n', 52]
['量', 'n', 51]
['东方', 's', 51]
['小院', 'n', 51]
['岩', 'nr', 51]
['处世', 'v', 51]
['经纶', 'n', 51]
['故乡', 'n', 51]
['流云', 'n', 51]
['何曾', 'nr', 51]
['画卷', 'n', 51]
['经营', 'vn', 51]
['资', 'n', 51]
['半夜', 'm', 51]
['绘', 'v', 50]
['幻', 'n', 50]
['百里', 'm', 50]
['古人', 'n', 50]
['停', 'v', 50]
['惊心', 'a', 50]
['叠', 'v', 50]
['长江', 'ns', 50]
['无双', 'm', 50]
['晨', 'zg', 50]
['空山', 'n', 50]
['苍', 'nr', 50]
['盖', 'v', 50]
['花红', 'nr', 50]
['梅开', 'nr', 50]
['笑语', 'n', 50]
['沽', 'j', 50]
['溪水', 'n', 50]
['折', 'v', 50]
['忽', 'd', 50]
['凭', 'p', 50]
['辨', 'v', 50]
['擎', 'v', 49]
['涛', 'nr', 49]
['宝马', 'nr', 49]
['围', 'v', 49]
['阳春', 'nr', 49]
['望月', 'nr', 49]
['气象', 'n', 49]
['和尚', 'nr', 49]
['三思', 'n', 49]
['月', 'm', 49]
['好事', 'n', 49]
['典', 'zg', 49]
['练', 'v', 49]
['千峰', 'm', 49]
['邦', 'ng', 49]
['轩', 'nr', 49]
['角', 'n', 49]
['文化', 'n', 49]
['习', 'v', 49]
['一心', 'd', 49]
['三年', 'm', 49]
['日出', 'v', 49]
['狗', 'n', 48]
['气', 'n', 48]
['霄汉', 'n', 48]
['凌云', 'nr', 48]
['香满', 'nr', 48]
['情人', 'n', 48]
['天心', 'n', 48]
['众生', 'n', 48]
['泰', 'ns', 48]
['海天', 'nz', 48]
['荷叶', 'n', 48]
['号', 'm', 48]
['悔', 'vg', 48]
['烛', 'n', 48]
['如', 'v', 47]
['慕', 'nr', 47]
['稳', 'a', 47]
['何如', 'c', 47]
['伟', 'zg', 47]
['贴', 'v', 47]
['一年', 'm', 47]
['挑', 'v', 47]
['阶', 'n', 47]
['远山', 'ns', 47]
['日暮', 't', 47]
['生涯', 'n', 47]
['生花', 'n', 47]
['山林', 'ns', 47]
['炎凉', 'a', 47]
['裙', 'n', 47]
['赠', 'v', 47]
['新诗', 'n', 46]
['碑', 'n', 46]
['得失', 'v', 46]
['参禅', 'v', 46]
['贪官', 'n', 46]
['朝阳', 'ns', 46]
['虫', 'n', 46]
['彩云', 'n', 46]
['知足', 'v', 46]
['千重', 'm', 46]
['浪漫', 'a', 46]
['开怀', 'v', 46]
['圣贤', 'nrt', 46]
['年', 'm', 46]
['时时', 'n', 46]
['皮', 'n', 46]
['顾', 'v', 46]
['重阳', 'ns', 46]
['涨', 'v', 46]
['世人', 'n', 46]
['吉', 'nr', 46]
['山上', 's', 46]
['老子', 'n', 46]
['吹牛', 'n', 46]
['肠', 'n', 46]
['殿', 'n', 45]
['风', 'n', 45]
['菊花', 'n', 45]
['缀', 'v', 45]
['赏月', 'n', 45]
['无知', 'v', 45]
['天外', 's', 45]
['店', 'n', 45]
['上', 'f', 45]
['豆', 'n', 45]
['毛', 'nr', 45]
['旗', 'n', 45]
['公平', 'n', 45]
['圣人', 'n', 45]
['梦', 'n', 45]
['白玉', 'nr', 45]
['禅心', 'n', 45]
['有时', 'r', 45]
['灿烂', 'a', 45]
['仗', 'n', 44]
['淡淡', 'z', 44]
['回', 'v', 44]
['蝉', 'n', 44]
['反腐', 'v', 44]
['因', 'p', 44]
['弃', 'vg', 44]
['水', 'n', 44]
['名山', 'n', 44]
['绿柳', 'n', 44]
['怀抱', 'v', 44]
['抚', 'ns', 44]
['粮', 'n', 44]
['后', 'f', 44]
['架', 'q', 44]
['雨', 'n', 44]
['十万', 'm', 44]
['田园', 'nr', 44]
['序', 'n', 44]
['襟', 'n', 44]
['作对', 'v', 44]
['返', 'v', 44]
['曲径', 'n', 44]
['夜月', 't', 44]
['人', 'n', 44]
['东海', 'ns', 44]
['大小', 'b', 44]
['斯文', 'nr', 44]
['三秋', 't', 43]
['竿', 'ng', 43]
['翠柳', 'nr', 43]
['开花', 'n', 43]
['浮沉', 'a', 43]
['暮色', 'n', 43]
['擎天', 'n', 43]
['术', 'v', 43]
['鸥', 'ng', 43]
['杯酒', 'n', 43]
['此地', 'r', 43]
['丈夫', 'n', 43]
['兴邦', 'ns', 43]
['大业', 'n', 43]
['上', 'f', 43]
['雨', 'n', 43]
['风尘', 'n', 43]
['腾飞', 'nr', 43]
['蕊', 'ng', 42]
['红旗', 'nr', 42]
['西子', 'n', 42]
['万年', 'm', 42]
['有人', 'r', 42]
['龙吟', 'nr', 42]
['避', 'v', 42]
['空门', 'n', 42]
['箭', 'n', 42]
['青松', 'n', 42]
['经纬', 'n', 42]
['中', 'f', 42]
['此时', 'c', 42]
['玄', 'zg', 42]
['枯', 'n', 42]
['斋', 'ng', 42]
['闲愁', 'v', 42]
['材', 'zg', 42]
['中原', 'ns', 42]
['算', 'v', 42]
['遣', 'vg', 42]
['庭前', 'f', 42]
['山头', 'n', 42]
['钩', 'n', 41]
['袭', 'v', 41]
['烟花', 'n', 41]
['前', 'f', 41]
['乐天', 'nr', 41]
['太阳', 'ns', 41]
['家家', 'n', 41]
['无限', 'v', 41]
['云影', 'n', 41]
['旺', 'a', 41]
['红杏', 'nr', 41]
['牙', 'n', 41]
['盼', 'v', 41]
['餐', 'n', 41]
['夫妻', 'n', 41]
['意气', 'n', 41]
['天天', 't', 41]
['四面', 'mq', 41]
['错', 'v', 41]
['玉树', 'nr', 41]
['父', 'n', 41]
['清廉', 'a', 40]
['紧', 'a', 40]
['焕', 'vg', 40]
['线', 'n', 40]
['软', 'a', 40]
['弯', 'v', 40]
['执', 'v', 40]
['爱情', 'n', 40]
['氏', 'ng', 40]
['少年', 'm', 40]
['景色', 'n', 40]
['游子', 'n', 40]
['残花', 'n', 40]
['罢', 'v', 40]
['毫', 'm', 40]
['犬', 'ng', 40]
['傍', 't', 40]
['亡', 'vg', 40]
['藕', 'n', 40]
['积', 'v', 40]
['腰', 'n', 40]
['个个', 'r', 40]
['蝴蝶', 'n', 40]
['野鹤', 'n', 40]
['浑', 'n', 40]
['延', 'j', 40]
['上', 'f', 39]
['懂', 'v', 39]
['拟', 'v', 39]
['絮', 'zg', 39]
['改革', 'vn', 39]
['中国', 'ns', 39]
['沁', 'ns', 39]
['故国', 'ns', 39]
['励', 'nr', 39]
['登台', 'v', 39]
['繁花', 'n', 39]
['研', 'vn', 39]
['中流', 'n', 39]
['酒', 'n', 39]
['迎风', 'v', 39]
['几回', 'm', 39]
['泣', 'ng', 39]
['左右', 'm', 39]
['云飞', 'nr', 39]
['出山', 'v', 39]
['树', 'v', 39]
['身心', 'n', 39]
['浊酒', 'n', 39]
['堤', 'n', 39]
['十载', 'm', 39]
['注', 'v', 39]
['宋', 'nr', 39]
['货', 'n', 39]
['油', 'n', 39]
['党', 'n', 39]
['燕语', 'nz', 39]
['苍松', 'a', 39]
['雄心', 'n', 39]
['赢', 'v', 39]
['荒', 'v', 39]
['禹', 'nr', 39]
['怒', 'vg', 39]
['价', 'n', 38]
['蜂', 'n', 38]
['纪', 'nr', 38]
['社会', 'n', 38]
['英才', 'nr', 38]
['秋波', 'nr', 38]
['湾', 'zg', 38]
['拍', 'v', 38]
['风骨', 'n', 38]
['努力', 'ad', 38]
['园中', 's', 38]
['诚心', 'a', 38]
['屈', 'nr', 38]
['弘', 'zg', 38]
['大地', 'n', 38]
['砚', 'ng', 38]
['人', 'n', 38]
['劫', 'v', 38]
['有志', 'n', 38]
['大江', 'ns', 38]
['二三', 'm', 38]
['关心', 'n', 38]
['上网', 'v', 38]
['苍山', 'ns', 38]
['途', 'n', 38]
['庙', 'n', 38]
['水', 'n', 38]
['山', 'n', 38]
['恶', 'a', 38]
['古韵', 'nr', 37]
['输赢', 'v', 37]
['黄鹤', 'nr', 37]
['酣', 'ag', 37]
['风霜', 'n', 37]
['佳句', 'n', 37]
['鬓', 'n', 37]
['清高', 'a', 37]
['摆', 'v', 37]
['菩提', 'n', 37]
['满天', 't', 37]
['睡', 'v', 37]
['获', 'v', 37]
['诗人', 'n', 37]
['晚风', 'n', 37]
['嫦娥', 'n', 37]
['涂', 'v', 37]
['来', 'v', 37]
['一缕', 'm', 37]
['竹叶青', 'nr', 37]
['归去', 'v', 37]
['高', 'a', 37]
['孕', 'n', 37]
['为', 'p', 37]
['一家', 'm', 37]
['年', 'm', 37]
['盏', 'q', 37]
['举杯', 'n', 37]
['刘', 'zg', 37]
['天', 'q', 37]
['马', 'n', 36]
['夏日', 't', 36]
['箫', 'ng', 36]
['笋', 'n', 36]
['致', 'v', 36]
['加', 'v', 36]
['踪', 'n', 36]
['江流', 'ns', 36]
['倦', 'zg', 36]
['老', 'a', 36]
['无处', 'd', 36]
['诗酒', 'n', 36]
['清流', 'n', 36]
['胜景', 'n', 36]
['潭', 'n', 36]
['连天', 'd', 36]
['瀑', 'n', 36]
['三千里', 'm', 36]
['高手', 'n', 36]
['满', 'ns', 36]
['寻常', 'a', 36]
['半生', 'n', 36]
['金瓯', 'nr', 36]
['摘', 'v', 36]
['梦', 'n', 36]
['暂', 'd', 36]
['猪', 'n', 35]
['风骚', 'n', 35]
['展翅', 'v', 35]
['营', 'n', 35]
['漾', 'zg', 35]
['书香', 'n', 35]
['健康', 'a', 35]
['冷暖', 'an', 35]
['新岁', 'n', 35]
['一天', 'm', 35]
['拈', 'v', 35]
['翔', 'nr', 35]
['枫叶', 'n', 35]
['彩虹', 'nz', 35]
['松柏', 'nr', 35]
['御', 'zg', 35]
['陌上', 's', 35]
['知识', 'v', 35]
['榻', 'n', 35]
['皇', 'n', 35]
['冷', 'a', 35]
['身外', 's', 35]
['阵', 'n', 35]
['鸡鸣', 'n', 35]
['檐', 'ng', 35]
['忠心', 'n', 35]
['下', 'f', 34]
['不尽', 'd', 34]
['所', 'c', 34]
['水面', 'n', 34]
['真人', 'n', 34]
['西湖', 'ns', 34]
['虹', 'ns', 34]
['今宵', 't', 34]
['竹叶', 'n', 34]
['宣', 'nr', 34]
['光辉', 'nr', 34]
['踏雪', 'n', 34]
['泻', 'v', 34]
['卿', 'nr', 34]
['密', 'a', 34]
['制', 'n', 34]
['篱', 'zg', 34]
['眼底', 't', 34]
['蓝', 'nr', 34]
['辟', 'v', 34]
['闪', 'v', 34]
['人品', 'n', 34]
['和平', 'nz', 34]
['平常', 'a', 34]
['心情', 'n', 34]
['奔腾', 'v', 34]
['八面', 'n', 34]
['五岳', 'ns', 34]
['澄', 'ns', 34]
['雨润', 'n', 34]
['选', 'zg', 34]
['雪花', 'n', 34]
['飞雪', 'n', 34]
['遂', 'd', 34]
['春去', 't', 34]
['戏水', 'n', 33]
['痴心', 'n', 33]
['荐', 'vg', 33]
['家庭', 'n', 33]
['白水', 'nr', 33]
['街', 'n', 33]
['花', 'n', 33]
['针', 'p', 33]
['蜻蜓', 'n', 33]
['乡', 'n', 33]
['蝶舞', 'n', 33]
['洲', 'ng', 33]
['配', 'v', 33]
['网络', 'n', 33]
['晓月', 'nr', 33]
['星辰', 'n', 33]
['清闲', 'a', 33]
['小人', 'n', 33]
['有缘', 'n', 33]
['治国', 'ns', 33]
['农家', 'n', 33]
['儿孙', 'n', 33]
['鹿', 'nr', 33]
['覆', 'v', 33]
['撑', 'v', 33]
['何人', 'r', 33]
['道', 'q', 33]
['心怀', 'n', 33]
['歌声', 'n', 33]
['受', 'v', 33]
['鹊', 'ng', 33]
['忠言', 'n', 33]
['水上', 's', 33]
['嗟', 'v', 33]
['日暖', 'b', 32]
['日', 'm', 32]
['百尺', 'm', 32]
['清音', 'n', 32]
['绿野', 'n', 32]
['春日', 't', 32]
['涤', 'ng', 32]
['银花', 'n', 32]
['夕照', 'n', 32]
['态', 'n', 32]
['自知', 'v', 32]
['阁下', 'n', 32]
['位', 'q', 32]
['端', 'v', 32]
['塞北', 'ns', 32]
['星光', 'n', 32]
['离', 'v', 32]
['馆', 'ng', 32]
['醉客', 'nr', 32]
['残月', 't', 32]
['杯中', 's', 32]
['玉露', 'nr', 32]
['植', 'n', 32]
['天边', 's', 32]
['春草', 'n', 32]
['派', 'v', 32]
['竹林', 'nz', 32]
['明日', 't', 32]
['胸怀', 'n', 32]
['阅', 'v', 32]
['为官', 'v', 32]
['清净', 'a', 32]
['嘴', 'n', 32]
['风轻', 'n', 32]
['万民', 'n', 32]
['繁华', 'a', 32]
['春夏', 't', 32]
['女子', 'n', 32]
['浸', 'v', 31]
['洞天', 'n', 31]
['彩笔', 'n', 31]
['对', 'p', 31]
['迎来', 'v', 31]
['丰年', 'nr', 31]
['方寸', 'n', 31]
['器', 'n', 31]
['心花', 'n', 31]
['艳阳天', 'n', 31]
['无为', 'c', 31]
['无常', 'd', 31]
['祖国', 'n', 31]
['安全', 'an', 31]
['一卷', 'm', 31]
['难忘', 'v', 31]
['腐', 'a', 31]
['不足', 'a', 31]
['杀', 'v', 31]
['径', 'ng', 31]
['老舍', 'n', 31]
['蓬莱', 'nr', 31]
['闲人', 'n', 31]
['妙句', 'n', 31]
['竹马', 'nz', 31]
['熏', 'v', 31]
['嫁', 'v', 31]
['宾', 'nr', 31]
['扇', 'q', 31]
['殊', 'd', 31]
['渔', 'n', 31]
['秋山', 'nr', 31]
['桃红', 'n', 31]
['芳菲', 'nrt', 31]
['浮名', 'v', 31]
['凤舞', 'nr', 31]
['趋', 'n', 31]
['道义', 'n', 31]
['白头', 'n', 31]
['暗香', 'n', 31]
['天才', 'n', 30]
['修行', 'v', 30]
['诵', 'vg', 30]
['尾', 'n', 30]
['设', 'v', 30]
['慎', 'nr', 30]
['当家', 'n', 30]
['废', 'v', 30]
['减', 'v', 30]
['值千金', 'l', 30]
['贪心', 'v', 30]
['好汉', 'n', 30]
['敌', 'ng', 30]
['明天', 't', 30]
['天长', 'n', 30]
['朋友', 'n', 30]
['宝地', 'n', 30]
['东坡', 'ns', 30]
['三月', 'm', 30]
['泊', 'ng', 30]
['净土', 'n', 30]
['心胸', 'n', 30]
['济世', 'nrt', 30]
['青史', 'n', 30]
['府', 'nr', 30]
['宽容', 'a', 30]
['三军', 'j', 30]
['人世', 'n', 30]
['虚名', 'a', 30]
['优', 'n', 30]
['状元', 'n', 30]
['不觉', 'd', 30]
['酒杯', 'n', 30]
['天', 'n', 30]
['跃马', 'v', 30]
['形', 'n', 30]
['演', 'v', 30]
['赋诗', 'n', 30]
['将相', 'n', 30]
['泉声', 'n', 30]
['慧', 'nr', 30]
['过', 'ug', 30]
['一抹', 'm', 30]
['临水', 'ns', 30]
['呈祥', 'nr', 30]
['兄弟', 'n', 30]
['云雨', 'nr', 30]
['锋', 'nr', 30]
['俗人', 'n', 30]
['当时', 't', 30]
['腹', 'n', 30]
['酒后', 't', 29]
['明珠', 'nr', 29]
['隆', 'nr', 29]
['随意', 'd', 29]
['枕', 'n', 29]
['一门', 'm', 29]
['心事', 'n', 29]
['泰山', 'ns', 29]
['岂能', 'v', 29]
['笙歌', 'n', 29]
['创业', 'n', 29]
['襟怀', 'n', 29]
['九曲', 'm', 29]
['鹏', 'nr', 29]
['恰', 'd', 29]
['伤人', 'n', 29]
['草色', 'n', 29]
['往来', 't', 29]
['恐', 'd', 29]
['鲁', 'nr', 29]
['炊烟', 'n', 29]
['缠绵', 'a', 29]
['一纸', 'm', 29]
['梳', 'v', 29]
['止', 'zg', 29]
['清溪', 'ns', 29]
['通天', 'n', 29]
['窗', 'ng', 29]
['丰', 'a', 29]
['携手', 'v', 29]
['风雷', 'n', 29]
['闻香', 'nr', 29]
['清幽', 'z', 29]
['境界', 'n', 29]
['万代', 't', 29]
['肉', 'n', 29]
['捉', 'v', 29]
['包', 'v', 29]
['连云', 'nr', 29]
['不留', 'v', 29]
['政策', 'n', 29]
['夕', 'tg', 29]
['扰', 'v', 29]
['骚客', 'v', 29]
['爱心', 'n', 29]
['视', 'vg', 29]
['天际', 'n', 29]
['十八', 'm', 29]
['局', 'n', 29]
['金钱', 'n', 29]
['瓜', 'n', 29]
['掌', 'v', 29]
['费', 'v', 29]
['誓', 'vg', 28]
['真心', 'd', 28]
['老', 'a', 28]
['娘', 'n', 28]
['摧', 'v', 28]
['柱', 'n', 28]
['长春', 'ns', 28]
['山药', 'n', 28]
['秀色', 'n', 28]
['喝', 'vg', 28]
['大雅', 'ns', 28]
['搜', 'zg', 28]
['登山', 'ns', 28]
['何事', 'r', 28]
['激', 'n', 28]
['宵', 'tg', 28]
['钻', 'v', 28]
['智慧', 'nr', 28]
['履', 'zg', 28]
['中外', 'f', 28]
['村夫', 'n', 28]
['榜', 'n', 28]
['困', 'v', 28]
['日光', 'n', 28]
['备', 'v', 28]
['心头', 's', 28]
['爱国', 'ns', 28]
['肯', 'v', 28]
['息', 'zg', 28]
['风声', 'n', 28]
['月', 'm', 28]
['具', 'v', 28]
['树', 'n', 28]
['肝胆', 'n', 28]
['短长', 'n', 28]
['旧岁', 'n', 28]
['双飞', 'nr', 28]
['相亲', 'v', 28]
['壑', 'ng', 28]
['老人', 'n', 28]
['藤', 'nr', 28]
['五福', 'nz', 28]
['抒', 'v', 28]
['半瓶', 'm', 28]
['壮士', 'n', 28]
['创新', 'v', 28]
['悟道', 'v', 28]
['坡', 'n', 28]
['进士', 'n', 28]
['片', 'q', 28]
['危', 'n', 28]
['粉', 'n', 28]
['袅袅', 'z', 28]
['言', 'vg', 28]
['一堂', 'm', 28]
['科技', 'n', 28]
['面目', 'n', 27]
['鸡犬', 'n', 27]
['长安', 'ns', 27]
['朱', 'nr', 27]
['牛皮', 'n', 27]
['脱', 'v', 27]
['银河', 'n', 27]
['名士', 'n', 27]
['方圆', 'n', 27]
['祭', 'v', 27]
['观音', 'n', 27]
['炼', 'v', 27]
['焚香', 'v', 27]
['西山', 'ns', 27]
['外', 'f', 27]
['天然', 'b', 27]
['故里', 'n', 27]
['天意', 'n', 27]
['芬芳', 'nz', 27]
['庐', 'ns', 27]
['鸟鸣', 'v', 27]
['坠', 'v', 27]
['日', 'm', 27]
['雅趣', 'a', 27]
['折桂', 'nr', 27]
['大海', 'ns', 27]
['服', 'v', 27]
['绿蚁', 'n', 27]
['天香', 'nr', 27]
['兰亭', 'nr', 27]
['遵', 'nr', 27]
['一方', 'm', 27]
['语', 'ng', 27]
['美味', 'nz', 27]
['黄牛', 'nr', 27]
['深浅', 'a', 27]
['入酒', 'v', 27]
['艰难', 'a', 27]
['鼎', 'ng', 27]
['戴', 'v', 27]
['涧', 'ng', 27]
['国庆', 't', 27]
['带雨', 'v', 27]
['难寻', 'v', 27]
['倾心', 'n', 26]
['做事', 'v', 26]
['江心', 'n', 26]
['翼', 'ng', 26]
['起舞', 'v', 26]
['莺啼', 'i', 26]
['聆', 'v', 26]
['如云', 'nr', 26]
['认', 'v', 26]
['明镜', 'n', 26]
['虚空', 'n', 26]
['诗句', 'n', 26]
['新人', 'n', 26]
['落笔', 'v', 26]
['反', 'zg', 26]
['疾', 'n', 26]
['书声', 'n', 26]
['花容', 'n', 26]
['醉', 'v', 26]
['菩萨', 'n', 26]
['林泉', 'nr', 26]
['快乐', 'a', 26]
['无聊', 'a', 26]
['孔', 'nr', 26]
['荷香', 'n', 26]
['佳音', 'n', 26]
['甲', 'n', 26]
['晓风', 'nr', 26]
['烦恼', 'a', 26]
['正经', 'd', 26]
['眼中', 's', 26]
['不堪', 'v', 26]
['金鸡', 'n', 26]
['拜佛', 'nrt', 26]
['嘉', 'nr', 26]
['相对', 'd', 26]
['厌', 'v', 26]
['凡', 'd', 26]
['中', 'f', 26]
['些', 'q', 26]
['昔', 'tg', 26]
['言', 'vg', 26]
['天开', 'v', 26]
['纹', 'ng', 26]
['夜静', 'n', 26]
['夜半', 't', 26]
['纷纷', 'd', 26]
['几点', 'm', 26]
['竹韵', 'n', 26]
['楼头', 'n', 26]
['黄莺', 'nr', 26]
['天籁', 'n', 26]
['送', 'v', 25]
['青青', 'nr', 25]
['览', 'v', 25]
['伟业', 'n', 25]
['媚', 'zg', 25]
['春', 'tg', 25]
['冬雪', 'n', 25]
['伏', 'v', 25]
['巷', 'ng', 25]
['林中', 's', 25]
['奸', 'n', 25]
['狂风', 'n', 25]
['行人', 'n', 25]
['行', 'zg', 25]
['网上', 's', 25]
['爆竹', 'n', 25]
['成', 'v', 25]
['版', 'n', 25]
['梦回', 'v', 25]
['威风', 'n', 25]
['修心', 'v', 25]
['饶', 'v', 25]
['妇', 'ng', 25]
['恒', 'nr', 25]
['台前', 's', 25]
['败', 'v', 25]
['玲珑', 'a', 25]
['考', 'v', 25]
['甚', 'zg', 25]
['清波', 'n', 25]
['妙笔', 'n', 25]
['贤人', 'n', 25]
['何日', 'r', 25]
['图书', 'n', 25]
['浊', 'n', 25]
['道路', 'n', 25]
['繁', 'v', 25]
['咸', 'ns', 25]
['值', 'n', 25]
['依稀', 'd', 25]
['参差', 'n', 25]
['识', 'v', 24]
['低头', 'n', 24]
['倍', 'm', 24]
['房', 'n', 24]
['策马', 'n', 24]
['新意', 'n', 24]
['民意', 'n', 24]
['崖', 'ng', 24]
['白鹭', 'nr', 24]
['青莲', 'nr', 24]
['伯', 'nr', 24]
['杜', 'nr', 24]
['红霞', 'nr', 24]
['人行', 'n', 24]
['生前', 't', 24]
['抵', 'zg', 24]
['闭', 'v', 24]
['拍马', 'v', 24]
['云开', 'nr', 24]
['芝兰', 'ns', 24]
['塞', 'v', 24]
['巡', 'zg', 24]
['虚怀', 'v', 24]
['酸', 'n', 24]
